001,4.236207,0.932963,3.39429,0.83364,
002,3.181388,0.787202,2.59483,0.67455,
003,2.517322,0.651662,2.12534,0.56424,
004,2.147648,0.566574,1.88628,0.50152,
005,1.960757,0.523827,1.84210,0.48394,
006,1.847372,0.495014,1.76555,0.46606,
007,1.770451,0.478699,1.78903,0.48030,
008,1.709432,0.462104,1.70233,0.45848,
009,1.649990,0.447006,1.65297,0.42909,
010,1.606649,0.434746,1.61689,0.43061,
011,1.563905,0.425918,1.53301,0.40879,
012,1.534360,0.419201,1.60629,0.41727,
013,1.507515,0.409448,1.52431,0.40636,
014,1.479450,0.403032,1.52917,0.40182,
015,1.468943,0.401774,1.53898,0.40091,
016,1.438934,0.394932,1.48701,0.39818,
017,1.426519,0.390804,1.48052,0.38364,
018,1.410998,0.386343,1.56172,0.40182,
019,1.394499,0.382995,1.48316,0.39182,
020,0.936048,0.263229,1.04204,0.28030,
021,0.796635,0.225962,1.02341,0.27030,
022,0.715010,0.203190,1.01632,0.26545,
023,0.641893,0.183652,1.02722,0.26364,
024,0.575816,0.167452,1.05111,0.26848,
025,0.517577,0.149297,1.06061,0.26636,
026,0.381371,0.105978,1.02828,0.25424,
027,0.343044,0.094270,1.04105,0.25333,
028,0.317450,0.085577,1.03926,0.26061,
029,0.301931,0.080149,1.04052,0.25909,
030,0.283637,0.073858,1.04585,0.26364,
031,0.279328,0.072278,1.04343,0.25970,
